"Reservoir","Site","DateTime","StartDepth_m","EndDepth_m","Rep","CollectionMethod","Subsample","LowestTaxonomicLevelOfID","TaxaID","Nauplius","ObjectiveMagnification","OcularMagnification","MarksInOcularMicrometer_No."
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Genus","Asplanchna","","75x","10x",2.5
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Genus","Keratella","","75x","10x",1.2
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Genus","Keratella","","75x","10x",1.1
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Family","Cyclopidae","","75x","10x",3.5
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Genus","Keratella","","75x","10x",1.1
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Family","Cyclopidae","","75x","10x",5.6
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Family","Cyclopidae","","75x","10x",4.5
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Genus","Daphnia","","75x","10x",11.1
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Asplanchna","","75x","10x",2.4
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Species","K. bostoniensis","","75x","10x",1.1
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Keratella","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Keratella","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Daphnia","","75x","10x",4.7
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Keratella","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Daphnia","","75x","10x",4.9
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Daphnia","","75x","10x",6.5
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Family","Cyclopidae","","75x","10x",3.2
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Family","Cyclopidae","","75x","10x",3.4
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Species","B. longirostris","","75x","10x",3.3
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Family","Cyclopidae","","75x","10x",3.4
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Family","Cyclopidae","","75x","10x",3.8
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Keratella","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Species","K. bostoniensis","","75x","10x",1
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Asplanchna","","75x","10x",1.9
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Keratella","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Keratella","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Daphnia","","75x","10x",5.4
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-03-10 10:45:00,"8",0.1,1,"Tow","C","Genus","Polyarthra","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.4
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",2.3
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.5
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.4
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Genus","Keratella","","75x","10x",1.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Calanoida","nauplius","75x","10x",1.5
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Species","K. bostoniensis","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Species","K. bostoniensis","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",2.2
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.4
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",2.2
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Genus","Keratella","","75x","10x",0.8
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.5
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Family","Cyclopidae","","75x","10x",3.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.7
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",2.6
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",2.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Calanoida","nauplius","75x","10x",1.7
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.8
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.6
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Genus","Keratella","","75x","10x",1.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",2
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Genus","Keratella","","75x","10x",1.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Genus","Asplanchna","","75x","10x",2.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.9
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Calanoida","nauplius","75x","10x",2
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.8
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Species","K. bostoniensis","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Genus","Polyarthra","","75x","10x",0.9
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Genus","Polyarthra","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Calanoida","nauplius","75x","10x",1.5
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",2.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.5
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Species","K. bostoniensis","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.5
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Species","B. longirostris","","75x","10x",3.5
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Genus","Polyarthra","","75x","10x",0.9
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Family","Cyclopidae","","75x","10x",3.4
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Genus","Daphnia","","75x","10x",5
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Species","K. bostoniensis","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Genus","Keratella","","75x","10x",1.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Species","K. bostoniensis","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Genus","Keratella","","75x","10x",0.9
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Genus","Keratella","","75x","10x",1.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Species","K. bostoniensis","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Genus","Keratella","","75x","10x",1.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Genus","Keratella","","75x","10x",1.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Genus","Keratella","","75x","10x",1.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Genus","Polyarthra","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Species","K. bostoniensis","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Calanoida","nauplius","75x","10x",2
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Family","Cyclopidae","","75x","10x",3.4
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Species","K. bostoniensis","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Genus","Asplanchna","","75x","10x",2.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","B","Species","K. bostoniensis","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Species","K. bostoniensis","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Genus","Keratella","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Calanoida","nauplius","75x","10x",2.5
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Genus","Keratella","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Genus","Keratella","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Species","K. bostoniensis","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Calanoida","nauplius","75x","10x",1.5
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Genus","Conochilus","","75x","10x",1.2
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Genus","Conochilus","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Genus","Conochilus","","75x","10x",1.1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Genus","Conochilus","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","C","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Genus","Daphnia","","75x","10x",5.4
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Species","K. bostoniensis","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Genus","Polyarthra","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Species","K. bostoniensis","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Species","K. bostoniensis","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Genus","Polyarthra","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Genus","Keratella","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Genus","Polyarthra","","75x","10x",1
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Genus","Keratella","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Species","K. bostoniensis","","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-04-07 12:30:00,"7",0.1,1,"Tow","D","Order","Cyclopoida","nauplius","","10x",NA
"BVR",50,2025-05-12 11:05:00,"6",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.2
"BVR",50,2025-05-12 11:05:00,"6",0.1,1,"Tow","A","Order","Calanoida","nauplius","75x","10x",1.3
"BVR",50,2025-05-12 11:05:00,"6",0.1,1,"Tow","A","Order","Cyclopoida","nauplius","75x","10x",1.3
"BVR",50,2025-05-12 11:05:00,"6",0.1,1,"Tow","A","Family","Cyclopidae","","75x","10x",4
